
====================================================
 HierFAVG Training Start
====================================================

[Round   1] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 1 | E-Round 1 | Selected 68/98 clients
  [Client 10] Round 3 | loss=1.5974 | time=1.0s
  [Client 65] Round 3 | loss=1.7070 | time=0.4s
  [Client 78] Round 3 | loss=1.3925 | time=1.3s
  [Client 59] Round 3 | loss=1.6850 | time=0.7s
  [Client 73] Round 3 | loss=1.9323 | time=1.0s
  [Client 41] Round 3 | loss=1.8933 | time=0.7s
  [Client  1] Round 3 | loss=1.7593 | time=0.5s
  [Client 36] Round 3 | loss=1.4777 | time=1.1s
  [Client 53] Round 3 | loss=1.7153 | time=0.8s
  [Edge 0] G-Round 3 | E-Round 3 | loss=1.6054
  [Edge 0] G-Round 3 | E-Round 4 | Selected 68/98 clients
  [Client 51] Round 3 | loss=1.4207 | time=0.3s
  [Client 89] Round 3 | loss=1.6922 | time=0.6s
  [Client  8] Round 3 | loss=1.5803 | time=1.1s
  [Client 81] Round 3 | loss=1.6397 | time=0.7s
  [Client 28] Round 3 | loss=1.5614 | time=0.9s
  [Client  2] Round 3 | loss=1.4752 | time=0.8s
  [Client 83] Round 3 | loss=1.7434 | time=1.6s
  [Client 12] Round 3 | loss=1.5442 | time=0.6s
  [Client 11] Round 3 | loss=1.5539 | time=0.7s
  [Client 19] Round 3 | loss=1.3597 | time=1.6s
  [Client 26] Round 3 | loss=1.6929 | time=0.9s
  [Client 71] Round 3 | loss=1.5801 | time=0.6s
  [Client 47] Round 3 | loss=1.5796 | time=1.2s
  [Client  3] Round 3 | loss=1.6407 | time=1.3s
  [Client 82] Round 3 | loss=1.6407 | time=0.6s
  [Client  7] Round 3 | loss=1.5600 | time=0.3s
  [Client 80] Round 3 | loss=1.5793 | time=0.5s
  [Client 76] Round 3 | loss=1.8612 | time=0.8s
  [Client 63] Round 3 | loss=1.6234 | time=0.8s
  [Client 29] Round 3 | loss=1.5052 | time=2.2s
  [Client 17] Round 3 | loss=1.7685 | time=0.3s
  [Client  4] Round 3 | loss=1.8670 | time=1.2s
  [Client 56] Round 3 | loss=1.5649 | time=0.8s
  [Client 10] Round 3 | loss=1.6225 | time=1.0s
  [Client 70] Round 3 | loss=1.9096 | time=0.3s
  [Client 69] Round 3 | loss=1.7872 | time=1.4s
  [Client  0] Round 3 | loss=1.7383 | time=1.0s
  [Client 54] Round 3 | loss=1.8065 | time=1.2s
  [Client 72] Round 3 | loss=1.7406 | time=1.6s
  [Client 99] Round 3 | loss=1.7854 | time=2.0s
  [Client 66] Round 3 | loss=1.7075 | time=1.1s
  [Client 59] Round 3 | loss=1.6736 | time=0.7s
  [Client 94] Round 3 | loss=1.4674 | time=1.1s
  [Client 58] Round 3 | loss=1.5738 | time=0.6s
  [Client 45] Round 3 | loss=1.5695 | time=0.7s
  [Client 64] Round 3 | loss=1.2988 | time=0.3s
  [Client 23] Round 3 | loss=1.5288 | time=0.5s
  [Client 79] Round 3 | loss=1.7593 | time=1.1s
  [Client 62] Round 3 | loss=1.4980 | time=1.2s
  [Client 41] Round 3 | loss=1.8990 | time=0.7s
  [Client 65] Round 3 | loss=1.6901 | time=0.4s
  [Client 86] Round 3 | loss=1.6965 | time=0.4s
  [Client 90] Round 3 | loss=1.7687 | time=0.9s
  [Client 97] Round 3 | loss=1.7644 | time=1.0s
  [Client 35] Round 3 | loss=1.2864 | time=0.8s
  [Client 49] Round 3 | loss=1.6980 | time=0.8s
  [Client 39] Round 3 | loss=2.0168 | time=0.5s
  [Client 53] Round 3 | loss=1.7256 | time=0.8s
  [Client 92] Round 3 | loss=1.5683 | time=0.6s
  [Client 36] Round 3 | loss=1.5216 | time=1.0s
  [Client 55] Round 3 | loss=1.6220 | time=0.9s
  [Client 75] Round 3 | loss=1.8215 | time=0.6s
  [Client 68] Round 3 | loss=1.2315 | time=0.4s
  [Client 18] Round 3 | loss=1.7220 | time=1.6s
  [Client 15] Round 3 | loss=1.4133 | time=1.4s
  [Client 93] Round 3 | loss=1.4169 | time=0.3s
  [Client 57] Round 3 | loss=1.4624 | time=0.9s
  [Client 32] Round 3 | loss=1.5656 | time=0.8s
  [Client 78] Round 3 | loss=1.4137 | time=1.3s
  [Client 25] Round 3 | loss=1.6516 | time=1.0s
  [Client 67] Round 3 | loss=1.5425 | time=1.5s
  [Client  6] Round 3 | loss=1.6003 | time=0.5s
  [Client 40] Round 3 | loss=1.7104 | time=0.7s
  [Client 43] Round 3 | loss=1.7946 | time=0.8s
  [Client 21] Round 3 | loss=1.6598 | time=0.4s
  [Client 91] Round 3 | loss=1.6086 | time=0.4s
  [Client 33] Round 3 | loss=1.7036 | time=1.4s
  [Client 61] Round 3 | loss=1.2679 | time=0.6s
  [Edge 0] G-Round 3 | E-Round 4 | loss=1.6266
  [Edge 0] G-Round 3 | E-Round 5 | Selected 68/98 clients
  [Client 80] Round 3 | loss=1.5928 | time=0.5s
  [Client 43] Round 3 | loss=1.7864 | time=0.8s
  [Client 71] Round 3 | loss=1.6160 | time=0.6s
  [Client 17] Round 3 | loss=1.7568 | time=0.3s
  [Client 37] Round 3 | loss=1.7062 | time=1.3s
  [Client 12] Round 3 | loss=1.5831 | time=0.6s
  [Client 61] Round 3 | loss=1.2937 | time=0.6s
  [Client 95] Round 3 | loss=0.9090 | time=0.7s
  [Client 76] Round 3 | loss=1.8782 | time=0.8s
  [Client 96] Round 3 | loss=1.6241 | time=0.9s
  [Client 45] Round 3 | loss=1.5302 | time=0.7s
  [Client 48] Round 3 | loss=1.5010 | time=1.3s
  [Client 70] Round 3 | loss=1.9063 | time=0.3s
  [Client 46] Round 3 | loss=1.6956 | time=0.7s
  [Client 55] Round 3 | loss=1.6055 | time=0.9s
  [Client 26] Round 3 | loss=1.6809 | time=0.9s
  [Client 13] Round 3 | loss=1.2765 | time=1.6s
  [Client 21] Round 3 | loss=1.6309 | time=0.4s
  [Client 40] Round 3 | loss=1.7325 | time=0.7s
  [Client 15] Round 3 | loss=1.4333 | time=1.4s
  [Client 81] Round 3 | loss=1.6156 | time=0.7s
  [Client 97] Round 3 | loss=1.7277 | time=1.0s
  [Client 50] Round 3 | loss=1.8319 | time=1.6s
  [Client 34] Round 3 | loss=1.4820 | time=1.1s
  [Client 87] Round 3 | loss=1.4602 | time=0.6s
  [Client 41] Round 3 | loss=1.8929 | time=0.7s
  [Client 32] Round 3 | loss=1.5797 | time=0.8s
  [Client 58] Round 3 | loss=1.5781 | time=0.6s
  [Client  2] Round 3 | loss=1.4628 | time=0.8s
  [Client 57] Round 3 | loss=1.4616 | time=0.9s
  [Client 62] Round 3 | loss=1.4858 | time=1.2s
  [Client 72] Round 3 | loss=1.7353 | time=1.6s
  [Client 75] Round 3 | loss=1.8486 | time=0.6s
  [Client 89] Round 3 | loss=1.6983 | time=0.6s
  [Client 82] Round 3 | loss=1.6460 | time=0.6s
  [Client 20] Round 3 | loss=1.5173 | time=1.0s
  [Client 54] Round 3 | loss=1.8069 | time=1.2s
  [Client 42] Round 3 | loss=1.7383 | time=0.7s
  [Client  4] Round 3 | loss=1.8847 | time=1.2s
  [Client  3] Round 3 | loss=1.5971 | time=1.3s
  [Client 77] Round 3 | loss=1.3031 | time=0.7s
  [Client  8] Round 3 | loss=1.5580 | time=1.1s
  [Client 67] Round 3 | loss=1.5425 | time=1.5s
  [Client 22] Round 3 | loss=1.7347 | time=0.7s
  [Client 69] Round 3 | loss=1.7648 | time=1.4s
  [Client 59] Round 3 | loss=1.6455 | time=0.7s
  [Client 27] Round 3 | loss=1.2954 | time=1.8s
  [Client 38] Round 3 | loss=1.5768 | time=0.2s
  [Client 49] Round 3 | loss=1.6793 | time=0.8s
  [Client 11] Round 3 | loss=1.5434 | time=0.7s
  [Client 35] Round 3 | loss=1.2989 | time=0.8s
  [Client 10] Round 3 | loss=1.6284 | time=1.0s
  [Client 33] Round 3 | loss=1.6617 | time=1.4s
  [Client 47] Round 3 | loss=1.5864 | time=1.2s
  [Client 53] Round 3 | loss=1.7134 | time=0.8s
  [Client 30] Round 3 | loss=1.4048 | time=0.7s
  [Client 52] Round 3 | loss=1.6021 | time=0.4s
  [Client 56] Round 3 | loss=1.5678 | time=0.8s
  [Client  0] Round 3 | loss=1.7058 | time=1.0s
  [Client 98] Round 3 | loss=1.6316 | time=0.9s
  [Client 68] Round 3 | loss=1.2214 | time=0.4s
  [Client 39] Round 3 | loss=2.0610 | time=0.5s
  [Client 73] Round 3 | loss=1.9207 | time=1.0s
  [Client 79] Round 3 | loss=1.7615 | time=1.1s
  [Client 63] Round 3 | loss=1.6706 | time=0.8s
  [Client 24] Round 3 | loss=1.6093 | time=1.7s
  [Client 60] Round 3 | loss=1.6250 | time=0.8s
  [Client 66] Round 3 | loss=1.6746 | time=1.1s
  [Edge 0] G-Round 3 | E-Round 5 | loss=1.6087
  [Edge 1] G-Round 3 | E-Round 1 | Selected 1/2 clients
  [Client 31] Round 3 | loss=0.9642 | time=1.0s
  [Edge 1] G-Round 3 | E-Round 1 | loss=0.9642
  [Edge 1] G-Round 3 | E-Round 2 | Selected 1/2 clients
  [Client 31] Round 3 | loss=0.8495 | time=1.0s
  [Edge 1] G-Round 3 | E-Round 2 | loss=0.8495
  [Edge 1] G-Round 3 | E-Round 3 | Selected 1/2 clients
  [Client  5] Round 3 | loss=0.9332 | time=0.7s
  [Edge 1] G-Round 3 | E-Round 3 | loss=0.9332
  [Edge 1] G-Round 3 | E-Round 4 | Selected 1/2 clients
  [Client 31] Round 3 | loss=0.9960 | time=1.0s
  [Edge 1] G-Round 3 | E-Round 4 | loss=0.9960
  [Edge 1] G-Round 3 | E-Round 5 | Selected 1/2 clients
  [Client  5] Round 3 | loss=0.9318 | time=0.7s
  [Edge 1] G-Round 3 | E-Round 5 | loss=0.9318
[Round   3] Phase 2: Cloud aggregating...
  [Cloud] acc=0.2157 | loss=2.0785 | time=334.7s | comm=10528.1MB (total=31584MB)

[Round   4] Phase 1: Cloud broadcasting to 2 edges...
  [Edge 0] G-Round 4 | E-Round 1 | Selected 68/98 clients
  [Client 44] Round 4 | loss=1.4140 | time=1.0s
  [Client 68] Round 4 | loss=1.2864 | time=0.4s
  [Client 61] Round 4 | loss=1.1544 | time=0.6s
  [Client 88] Round 4 | loss=1.7505 | time=1.5s
  [Client 23] Round 4 | loss=1.6455 | time=0.5s
  [Client 83] Round 4 | loss=1.7068 | time=1.6s
  [Client 42] Round 4 | loss=1.5549 | time=0.7s
  [Client 92] Round 4 | loss=1.6822 | time=0.6s
  [Client 48] Round 4 | loss=1.4699 | time=1.3s
  [Client 53] Round 4 | loss=1.4837 | time=0.8s
  [Client 87] Round 4 | loss=1.3497 | time=0.6s
  [Client 14] Round 4 | loss=1.8502 | time=0.5s
  [Client 30] Round 4 | loss=1.4148 | time=0.7s
  [Client 52] Round 4 | loss=1.8027 | time=0.4s
  [Client 65] Round 4 | loss=1.4481 | time=0.4s
  [Client 86] Round 4 | loss=1.6811 | time=0.4s
  [Client 79] Round 4 | loss=1.7156 | time=1.1s
  [Client 39] Round 4 | loss=2.1115 | time=0.5s
  [Client 10] Round 4 | loss=1.6596 | time=1.0s
  [Client 91] Round 4 | loss=1.5317 | time=0.4s
  [Client 21] Round 4 | loss=1.4850 | time=0.4s
  [Client 99] Round 4 | loss=1.7295 | time=2.0s
  [Client 75] Round 4 | loss=1.6619 | time=0.6s
  [Client 59] Round 4 | loss=1.6866 | time=0.7s
  [Client 32] Round 4 | loss=1.4042 | time=0.8s
  [Client 97] Round 4 | loss=1.7414 | time=1.0s
  [Client 95] Round 4 | loss=1.2540 | time=0.8s
  [Client 81] Round 4 | loss=1.5421 | time=0.7s
  [Client 24] Round 4 | loss=1.5387 | time=1.7s
  [Client 11] Round 4 | loss=1.5165 | time=0.7s
  [Client 16] Round 4 | loss=1.6942 | time=0.8s
  [Client 76] Round 4 | loss=1.7405 | time=0.8s
  [Client 63] Round 4 | loss=1.5517 | time=0.8s
  [Client 62] Round 4 | loss=1.4802 | time=1.2s
  [Client 43] Round 4 | loss=1.7390 | time=0.8s
  [Client 96] Round 4 | loss=1.6602 | time=0.9s
  [Client  1] Round 4 | loss=1.5406 | time=0.5s
  [Client 49] Round 4 | loss=1.7065 | time=0.8s
  [Client 71] Round 4 | loss=1.5380 | time=0.6s
  [Client 60] Round 4 | loss=1.6321 | time=0.8s
  [Client  4] Round 4 | loss=1.7167 | time=1.2s
  [Client 58] Round 4 | loss=1.5963 | time=0.6s
  [Client 12] Round 4 | loss=1.3781 | time=0.6s
  [Client 17] Round 4 | loss=1.8987 | time=0.3s
  [Client 70] Round 4 | loss=1.9321 | time=0.3s
  [Client 69] Round 4 | loss=1.7421 | time=1.4s
  [Client 25] Round 4 | loss=1.7049 | time=1.0s
  [Client 90] Round 4 | loss=1.7565 | time=0.9s
  [Client 57] Round 4 | loss=1.5789 | time=0.9s
  [Client 80] Round 4 | loss=1.7033 | time=0.5s
  [Client 38] Round 4 | loss=1.5154 | time=0.2s
  [Client 82] Round 4 | loss=1.6689 | time=0.6s
  [Client 15] Round 4 | loss=1.5496 | time=1.4s
  [Client  7] Round 4 | loss=1.5534 | time=0.3s
  [Client 36] Round 4 | loss=1.2996 | time=1.1s
  [Client  9] Round 4 | loss=1.7169 | time=0.8s
  [Client 47] Round 4 | loss=1.4761 | time=1.2s
  [Client 84] Round 4 | loss=1.5692 | time=0.9s
  [Client 98] Round 4 | loss=1.5761 | time=0.9s
  [Client 40] Round 4 | loss=1.7321 | time=0.7s
  [Client 22] Round 4 | loss=1.5664 | time=0.7s
  [Client 46] Round 4 | loss=1.7304 | time=0.7s
  [Client 51] Round 4 | loss=1.2935 | time=0.3s
  [Client 37] Round 4 | loss=1.6181 | time=1.4s
  [Client 19] Round 4 | loss=1.1731 | time=1.6s
  [Client 33] Round 4 | loss=1.5846 | time=1.4s
  [Client 64] Round 4 | loss=1.5623 | time=0.3s
  [Client 73] Round 4 | loss=1.8961 | time=1.0s
  [Edge 0] G-Round 4 | E-Round 1 | loss=1.5952
  [Edge 0] G-Round 4 | E-Round 2 | Selected 68/98 clients
  [Client 83] Round 4 | loss=1.7143 | time=1.6s
  [Client 10] Round 4 | loss=1.6854 | time=1.0s
  [Client 26] Round 4 | loss=1.4984 | time=0.9s
  [Client 22] Round 4 | loss=1.5624 | time=0.7s
  [Client 12] Round 4 | loss=1.3878 | time=0.6s
  [Client 37] Round 4 | loss=1.6082 | time=1.4s
  [Client 44] Round 4 | loss=1.3309 | time=1.0s
  [Client 15] Round 4 | loss=1.4254 | time=1.4s
  [Client 93] Round 4 | loss=1.5689 | time=0.3s
  [Client 97] Round 4 | loss=1.7563 | time=1.0s
  [Client 95] Round 4 | loss=1.1042 | time=0.8s
  [Client 49] Round 4 | loss=1.6831 | time=0.8s
  [Client 27] Round 4 | loss=1.2845 | time=1.8s
  [Client 92] Round 4 | loss=1.6360 | time=0.6s
  [Client 17] Round 4 | loss=1.8538 | time=0.3s
  [Client  1] Round 4 | loss=1.4762 | time=0.5s
  [Client 81] Round 4 | loss=1.5833 | time=0.7s
  [Client 82] Round 4 | loss=1.7270 | time=0.6s
  [Client 70] Round 4 | loss=1.9098 | time=0.3s
  [Client 67] Round 4 | loss=1.5646 | time=1.5s
  [Client 85] Round 4 | loss=1.4465 | time=1.5s
  [Client 32] Round 4 | loss=1.3918 | time=0.8s
  [Client  0] Round 4 | loss=1.6431 | time=1.0s
  [Client 77] Round 4 | loss=1.1829 | time=0.7s
  [Client 69] Round 4 | loss=1.7906 | time=1.4s
  [Client 88] Round 4 | loss=1.7688 | time=1.6s
  [Client 80] Round 4 | loss=1.7059 | time=0.5s
  [Client 36] Round 4 | loss=1.2982 | time=1.1s
  [Client  3] Round 4 | loss=1.5144 | time=1.3s
  [Client 65] Round 4 | loss=1.4289 | time=0.4s
  [Client 53] Round 4 | loss=1.4732 | time=0.8s
  [Client 47] Round 4 | loss=1.4976 | time=1.2s
  [Client 90] Round 4 | loss=1.7576 | time=0.9s
  [Client 94] Round 4 | loss=1.5339 | time=1.1s
  [Client 59] Round 4 | loss=1.7184 | time=0.7s
  [Client 28] Round 4 | loss=1.4701 | time=0.9s
  [Client 61] Round 4 | loss=1.1457 | time=0.6s
  [Client 51] Round 4 | loss=1.3056 | time=0.3s
  [Client 57] Round 4 | loss=1.5574 | time=0.9s
  [Client 63] Round 4 | loss=1.5600 | time=0.8s
  [Client 39] Round 4 | loss=1.7587 | time=0.5s
  [Client 35] Round 4 | loss=1.2581 | time=0.8s
  [Client 50] Round 4 | loss=1.7634 | time=1.6s
  [Client 25] Round 4 | loss=1.6923 | time=1.0s
  [Client 89] Round 4 | loss=1.7638 | time=0.6s
  [Client 98] Round 4 | loss=1.5572 | time=0.9s
  [Client 75] Round 4 | loss=1.7269 | time=0.6s
  [Client  9] Round 4 | loss=1.7188 | time=0.8s
  [Client 56] Round 4 | loss=1.6764 | time=0.8s
  [Client 18] Round 4 | loss=1.7161 | time=1.6s
  [Client 54] Round 4 | loss=1.7337 | time=1.2s
  [Client 38] Round 4 | loss=1.5066 | time=0.2s
  [Client 74] Round 4 | loss=1.4006 | time=0.8s
  [Client  7] Round 4 | loss=1.5486 | time=0.3s
  [Client 62] Round 4 | loss=1.4768 | time=1.3s
  [Client 42] Round 4 | loss=1.5391 | time=0.7s
  [Client  8] Round 4 | loss=1.5724 | time=1.1s
  [Client 45] Round 4 | loss=1.5741 | time=0.7s
  [Client 79] Round 4 | loss=1.7056 | time=1.1s
  [Client 66] Round 4 | loss=1.6684 | time=1.1s
  [Client 43] Round 4 | loss=1.7250 | time=0.8s
  [Client 78] Round 4 | loss=1.3057 | time=1.3s
  [Client 30] Round 4 | loss=1.4185 | time=0.7s
  [Client 33] Round 4 | loss=1.5961 | time=1.4s
  [Client 87] Round 4 | loss=1.3575 | time=0.6s
  [Client 13] Round 4 | loss=1.2786 | time=1.6s
  [Client 19] Round 4 | loss=1.1611 | time=1.7s
  [Client 48] Round 4 | loss=1.4573 | time=1.3s
  [Edge 0] G-Round 4 | E-Round 2 | loss=1.5410
  [Edge 0] G-Round 4 | E-Round 3 | Selected 68/98 clients
  [Client 97] Round 4 | loss=1.7282 | time=1.0s
  [Client 47] Round 4 | loss=1.5024 | time=1.2s
  [Client 69] Round 4 | loss=1.7267 | time=1.4s
  [Client 37] Round 4 | loss=1.6204 | time=1.4s
  [Client 33] Round 4 | loss=1.5498 | time=1.4s
  [Client 92] Round 4 | loss=1.6293 | time=0.6s
  [Client 11] Round 4 | loss=1.5164 | time=0.7s
  [Client 21] Round 4 | loss=1.4809 | time=0.4s
  [Client 51] Round 4 | loss=1.2937 | time=0.3s
  [Client 36] Round 4 | loss=1.2818 | time=1.1s
  [Client 45] Round 4 | loss=1.5876 | time=0.7s
  [Client 78] Round 4 | loss=1.3224 | time=1.3s
  [Client 66] Round 4 | loss=1.7024 | time=1.1s
  [Client 22] Round 4 | loss=1.5827 | time=0.7s
  [Client 62] Round 4 | loss=1.4737 | time=1.3s
  [Client 82] Round 4 | loss=1.6625 | time=0.6s
  [Client 25] Round 4 | loss=1.5947 | time=1.0s
  [Client 90] Round 4 | loss=1.7531 | time=0.9s
  [Client 98] Round 4 | loss=1.5591 | time=0.9s
  [Client 23] Round 4 | loss=1.6631 | time=0.5s
  [Client 77] Round 4 | loss=1.1995 | time=0.7s
  [Client 34] Round 4 | loss=1.4350 | time=1.1s
  [Client  0] Round 4 | loss=1.5982 | time=1.0s
  [Client 59] Round 4 | loss=1.7208 | time=0.7s
  [Client 99] Round 4 | loss=1.7045 | time=2.0s
  [Client 73] Round 4 | loss=1.8861 | time=1.0s
  [Client 32] Round 4 | loss=1.3864 | time=0.8s
  [Client 94] Round 4 | loss=1.5622 | time=1.1s
  [Client 91] Round 4 | loss=1.5203 | time=0.4s
  [Client 13] Round 4 | loss=1.2853 | time=1.6s
  [Client 65] Round 4 | loss=1.4196 | time=0.4s
  [Client 76] Round 4 | loss=1.7520 | time=0.8s
  [Client 60] Round 4 | loss=1.6459 | time=0.8s
  [Client 58] Round 4 | loss=1.5630 | time=0.6s
  [Client  6] Round 4 | loss=1.7216 | time=0.5s
  [Client 19] Round 4 | loss=1.1676 | time=1.7s
  [Client 44] Round 4 | loss=1.4466 | time=1.0s
  [Client 80] Round 4 | loss=1.7149 | time=0.6s
  [Client 35] Round 4 | loss=1.2622 | time=0.8s
  [Client  7] Round 4 | loss=1.5309 | time=0.3s
  [Client 28] Round 4 | loss=1.4755 | time=0.9s
  [Client 27] Round 4 | loss=1.2593 | time=1.8s
  [Client 61] Round 4 | loss=1.1348 | time=0.6s
  [Client 50] Round 4 | loss=1.7598 | time=1.6s
  [Client 18] Round 4 | loss=1.7334 | time=1.6s
  [Client 16] Round 4 | loss=1.6843 | time=0.8s
  [Client 71] Round 4 | loss=1.5705 | time=0.6s
  [Client 81] Round 4 | loss=1.5438 | time=0.7s
  [Client 24] Round 4 | loss=1.5304 | time=1.7s
  [Client 56] Round 4 | loss=1.6666 | time=0.8s
  [Client 54] Round 4 | loss=1.7308 | time=1.2s
  [Client  8] Round 4 | loss=1.5773 | time=1.1s
  [Client 64] Round 4 | loss=1.5419 | time=0.3s
  [Client 63] Round 4 | loss=1.5754 | time=0.8s
  [Client 17] Round 4 | loss=1.8413 | time=0.3s
  [Client 74] Round 4 | loss=1.4074 | time=0.8s
  [Client 84] Round 4 | loss=1.5646 | time=0.9s
  [Client 95] Round 4 | loss=1.1758 | time=0.8s
  [Client 42] Round 4 | loss=1.5423 | time=0.7s
  [Client 40] Round 4 | loss=1.7065 | time=0.7s
  [Client  1] Round 4 | loss=1.4004 | time=0.5s
  [Client  2] Round 4 | loss=1.5690 | time=0.8s
  [Client  9] Round 4 | loss=1.7164 | time=0.8s
  [Client 15] Round 4 | loss=1.4654 | time=1.4s
  [Client 70] Round 4 | loss=1.8995 | time=0.3s
  [Client 26] Round 4 | loss=1.4881 | time=0.9s
  [Client 53] Round 4 | loss=1.4732 | time=0.8s
  [Client 87] Round 4 | loss=1.3322 | time=0.6s
  [Edge 0] G-Round 4 | E-Round 3 | loss=1.5396
  [Edge 0] G-Round 4 | E-Round 4 | Selected 68/98 clients
  [Client 83] Round 4 | loss=1.7050 | time=1.6s
  [Client  6] Round 4 | loss=1.6691 | time=0.5s
  [Client 15] Round 4 | loss=1.5453 | time=1.4s
  [Client 33] Round 4 | loss=1.5583 | time=1.4s
  [Client 91] Round 4 | loss=1.5128 | time=0.4s
  [Client 20] Round 4 | loss=1.2662 | time=1.0s
  [Client 57] Round 4 | loss=1.5530 | time=0.9s
  [Client 61] Round 4 | loss=1.1123 | time=0.6s
  [Client 96] Round 4 | loss=1.6404 | time=0.9s
  [Client 54] Round 4 | loss=1.7355 | time=1.2s
  [Client 10] Round 4 | loss=1.6168 | time=1.0s
  [Client 25] Round 4 | loss=1.6163 | time=1.0s
  [Client 39] Round 4 | loss=2.0216 | time=0.5s
  [Client 66] Round 4 | loss=1.7037 | time=1.1s
  [Client 56] Round 4 | loss=1.6471 | time=0.8s
  [Client  3] Round 4 | loss=1.4996 | time=1.3s
  [Client 88] Round 4 | loss=1.7768 | time=1.6s
  [Client 38] Round 4 | loss=1.4950 | time=0.2s
  [Client 22] Round 4 | loss=1.5689 | time=0.7s
  [Client 67] Round 4 | loss=1.5621 | time=1.5s
  [Client 45] Round 4 | loss=1.5483 | time=0.7s
  [Client 34] Round 4 | loss=1.4458 | time=1.1s
  [Client  2] Round 4 | loss=1.5799 | time=0.8s
  [Client 60] Round 4 | loss=1.6439 | time=0.8s
  [Client 65] Round 4 | loss=1.4160 | time=0.4s
  [Client 76] Round 4 | loss=1.7588 | time=0.8s
  [Client 75] Round 4 | loss=1.7238 | time=0.6s
  [Client 58] Round 4 | loss=1.5932 | time=0.6s
  [Client 84] Round 4 | loss=1.5510 | time=0.9s
  [Client 97] Round 4 | loss=1.7280 | time=1.0s
  [Client 78] Round 4 | loss=1.3105 | time=1.3s
  [Client 46] Round 4 | loss=1.7328 | time=0.7s
  [Client 81] Round 4 | loss=1.5868 | time=0.7s
  [Client 94] Round 4 | loss=1.5516 | time=1.1s
  [Client 85] Round 4 | loss=1.4524 | time=1.5s
  [Client 47] Round 4 | loss=1.5209 | time=1.2s
  [Client 64] Round 4 | loss=1.4869 | time=0.3s
  [Client 40] Round 4 | loss=1.7300 | time=0.7s
  [Client 41] Round 4 | loss=1.7647 | time=0.7s
  [Client 79] Round 4 | loss=1.7129 | time=1.1s
  [Client 99] Round 4 | loss=1.7184 | time=2.0s
  [Client  7] Round 4 | loss=1.5362 | time=0.3s
  [Client  4] Round 4 | loss=1.7062 | time=1.2s
  [Client 92] Round 4 | loss=1.6555 | time=0.6s
  [Client 48] Round 4 | loss=1.4562 | time=1.3s
  [Client 80] Round 4 | loss=1.7145 | time=0.6s
  [Client 95] Round 4 | loss=1.0741 | time=0.8s
  [Client  8] Round 4 | loss=1.5748 | time=1.1s
  [Client 14] Round 4 | loss=1.8579 | time=0.5s
  [Client  9] Round 4 | loss=1.7124 | time=0.8s
  [Client 77] Round 4 | loss=1.1716 | time=0.7s
  [Client 73] Round 4 | loss=1.8679 | time=1.0s
  [Client 43] Round 4 | loss=1.7453 | time=0.8s
  [Client 93] Round 4 | loss=1.5212 | time=0.3s
  [Client 72] Round 4 | loss=1.6793 | time=1.6s
  [Client 87] Round 4 | loss=1.3605 | time=0.6s
  [Client 55] Round 4 | loss=1.6427 | time=0.9s
  [Client 26] Round 4 | loss=1.4849 | time=0.9s
  [Client 35] Round 4 | loss=1.2582 | time=0.8s
  [Client 30] Round 4 | loss=1.4072 | time=0.7s
  [Client 21] Round 4 | loss=1.4684 | time=0.4s
  [Client 16] Round 4 | loss=1.6720 | time=0.8s
  [Client 74] Round 4 | loss=1.3917 | time=0.8s
  [Client  0] Round 4 | loss=1.6105 | time=1.0s
  [Client 24] Round 4 | loss=1.5184 | time=1.7s
  [Client 12] Round 4 | loss=1.4191 | time=0.6s
  [Client 19] Round 4 | loss=1.1672 | time=1.7s
  [Client 37] Round 4 | loss=1.6357 | time=1.4s
  [Edge 0] G-Round 4 | E-Round 4 | loss=1.5704
  [Edge 0] G-Round 4 | E-Round 5 | Selected 68/98 clients
  [Client 39] Round 4 | loss=1.9525 | time=0.5s
  [Client 58] Round 4 | loss=1.5867 | time=0.6s
  [Client 88] Round 4 | loss=1.7517 | time=1.5s
  [Client 16] Round 4 | loss=1.6708 | time=0.8s
  [Client 14] Round 4 | loss=1.7584 | time=0.5s
  [Client 60] Round 4 | loss=1.6286 | time=0.8s
  [Client 97] Round 4 | loss=1.7185 | time=1.0s
  [Client 68] Round 4 | loss=1.2562 | time=0.4s
  [Client 13] Round 4 | loss=1.2571 | time=1.6s
  [Client 15] Round 4 | loss=1.4313 | time=1.4s
  [Client 94] Round 4 | loss=1.5444 | time=1.1s
  [Client 63] Round 4 | loss=1.5838 | time=0.8s
  [Client 30] Round 4 | loss=1.3933 | time=0.7s
  [Client 17] Round 4 | loss=1.8385 | time=0.3s
  [Client 74] Round 4 | loss=1.4019 | time=0.8s
  [Client 43] Round 4 | loss=1.7285 | time=0.8s
  [Client 46] Round 4 | loss=1.7431 | time=0.7s
  [Client 79] Round 4 | loss=1.7162 | time=1.1s
  [Client 81] Round 4 | loss=1.6146 | time=0.7s
  [Client 32] Round 4 | loss=1.3959 | time=0.8s
  [Client 50] Round 4 | loss=1.7609 | time=1.6s
  [Client 27] Round 4 | loss=1.2686 | time=1.8s
  [Client 56] Round 4 | loss=1.6536 | time=0.8s
  [Client 49] Round 4 | loss=1.6957 | time=0.8s
  [Client  0] Round 4 | loss=1.6156 | time=1.0s
  [Client 92] Round 4 | loss=1.6470 | time=0.6s
